# name	status	verified	params(known)	write-shaped	purpose
# one method per line; full entry at https://vs.izie.top/redocumented/api/methods/<name>.json
users.admin.canAddUltraRestricted	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.admin.changeURAChannel	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.admin.createSharedInvite	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.admin.disable2FA	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.admin.fetchInvitesHistory	undocumented	not-live-tested (source-only, typed but unverified)	params	-	params per slack-undoc-client generated types: type?: string; query?: string; sort_dir?: string; sort_by?: string;
users.admin.fetchTeamUsers	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.admin.fetchTeamUsersCsv	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.admin.invite	undocumented	not-live-tested	params	write	Legacy admin user invite
users.admin.inviteBulk	undocumented	existence-only	params	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.admin.inviteSms	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
users.admin.profileDeidentify	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.admin.removeExpiration	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.admin.removeOwner	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.admin.resendInvitation	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.admin.sendSSOBind	undocumented	existence-only (sample-checked)	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.admin.setAdmin	undocumented	existence-only	params	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.admin.setExpiration	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.admin.setInactive	undocumented	not-live-tested	params	write	Legacy admin user deactivation
users.admin.setOwner	undocumented	existence-only	params	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.admin.setRegular	undocumented	existence-only	params	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.admin.setRestricted	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.admin.setUltraRestricted	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.admin.updateSharedInvite	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.channelSections.channels.bulkUpdate	undocumented	existence-only	params	-	(inferred from name only; see methods/datamine-2026-09.md)
users.channelSections.channels.remove	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
users.channelSections.create	undocumented	existence-only	params	write	(inferred from name only; see methods/datamine-2026-09.md)
users.channelSections.createLink	undocumented	existence-only	params	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.channelSections.delete	undocumented	existence-only	params	write	(inferred from name only; see methods/datamine-2026-09.md)
users.channelSections.entities.update	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.channelSections.linkInfo	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.channelSections.list	undocumented	live-verified	params	-	Sidebar channel-section definitions
users.channelSections.set	undocumented	existence-only	params	write	(inferred from name only; see methods/datamine-2026-09.md)
users.channelSections.validateShare	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.channelSuggestions.list	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
users.consent.add	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.consent.get	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.consent.remove	undocumented	existence-only (sample-checked)	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.conversations	documented	docs-only	params	-	List conversations the calling user is a member of.
users.customStatus.deleteScheduled	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.customStatus.hide	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.customStatus.list	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.customStatus.schedule	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.deletePhoto	documented	docs-only	params	write	Delete the user profile photo
users.discoverableContacts.lookup	documented	docs-only	params	-	Look up an email address to see if someone is discoverable on Slack
users.emailVerificationStatus.get	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.emailtoken.create	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.emailtoken.delete	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.emailtoken.get	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.getInviter	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.getPresence	documented	docs-only	params	-	Gets user presence information.
users.identity	documented	docs-only	params	-	Get a user's identity.
users.info	documented	docs-only	params	-	Gets information about a user.
users.interactions.list	undocumented	existence-only	params	-	(inferred from name only; see methods/datamine-2026-09.md)
users.interactions.set	undocumented	existence-only	params	write	(inferred from name only; see methods/datamine-2026-09.md)
users.inviteRequests.create	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.invites.addToChannelBulk	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.invites.resend	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.isEarlyJoiner	undocumented	existence-only	params	-	(inferred from name only; see methods/datamine-2026-09.md)
users.list	documented	live-verified	params	-	Lists all users in a Slack team.
users.listIgnoredUsers	undocumented	existence-only (sample-checked)	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.listOutgoingInvites	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.lookupByEmail	documented	docs-only	params	-	Find a user with an email address.
users.markAllRead	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
users.permissions.apps	undocumented	not-live-tested (source-only, typed but unverified)	params	-	params per slack-undoc-client generated types: (void / no params)
users.prefs.get	undocumented	live-verified	params	-	Fetch user's client preference blob
users.prefs.set	undocumented	not-live-tested	params	write	Set client preferences
users.prefs.setNotifications	undocumented	existence-only	params	write	(inferred from name only; see methods/datamine-2026-09.md)
users.preparePhoto	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.priority.add	undocumented	existence-only	params	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.priority.getRecommendations	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.priority.list	undocumented	live-verified	params	-	Ranked priority-contacts list
users.priority.remove	undocumented	existence-only	params	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.profile.get	documented	docs-only	params	-	Retrieve a user's profile information, including their custom status.
users.profile.getAdminSections	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.profile.getExtras	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.profile.getSections	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.profile.getTrailheadRank	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.profile.relationships.getOrgChart	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
users.profile.set	documented	docs-only	params	write	Set a user's profile information, including custom status.
users.profile.setAdminSections	undocumented	existence-only	params	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.profile.setSections	undocumented	existence-only	params	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.recommend	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.removeUserBlock	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.setActive	documented	docs-only	params	write	Marked a user as active. Deprecated and non-functional.
users.setPhoto	documented	docs-only	params	write	Set the user profile photo
users.setPresence	documented	docs-only	params	write	Manually sets user presence.
users.sharedInvites.list	undocumented	existence-only	params	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.sharedInvites.renew	undocumented	not-live-tested (source-only, typed but unverified)	params	-	params per slack-undoc-client generated types: code?: string; team_id?: string;
users.sharedInvites.revoke	undocumented	existence-only	params	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.slackConnect.orgInfo	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
users.slackConnect.orgList	undocumented	existence-only	params	-	(inferred from name only; see methods/datamine-2026-09.md)
